sex__cat,age__cat,race__cat,marital-status__cat,education__cat,native-country__cat,workclass__cat,occupation__cat,salary-class__cat
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Nontechnical,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
Female,*,*,*,*,*,Non-Government,Other,<=50K
