sex__cat;age__cat;race__cat;marital-status__cat;education__cat;native-country__cat;workclass__cat;occupation__cat;salary-class__cat
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;High School;*;Non-Government;Technical;<=50K
Female;*;*;Spouse not present;Primary School;*;Government;Other;<=50K
Female;*;*;Spouse not present;Primary School;*;Non-Government;Nontechnical;<=50K
Female;*;*;Spouse not present;Primary School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;Primary School;*;Non-Government;Other;<=50K
Female;*;*;Spouse not present;Primary School;*;Non-Government;Other;<=50K
